image_path,p0,p1,p2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\151288099_2.jpg,0.9998242259025574,0.0001512873132014647,2.4576536816312e-05
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\152187796_2.jpg,0.00033212421112693846,0.012897513806819916,0.9867703914642334
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\152189508_2.jpg,0.9999984502792358,1.250982904821285e-06,3.204130791800708e-07
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\152278101_2.jpg,0.9984461665153503,0.0010389745002612472,0.0005149379139766097
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\152352374_2.jpg,0.005249719135463238,0.039799246937036514,0.9549510478973389
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\152353108_2.jpg,0.9998677968978882,0.00011503040877869353,1.7130108972196467e-05
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\153365974_2.jpg,3.0120090741547756e-05,0.005301712546497583,0.994668185710907
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\153622224_2.jpg,0.9991804957389832,0.0005391935119405389,0.00028022867627441883
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\153680303_2.jpg,0.0002452258486300707,0.013555833138525486,0.986198902130127
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\153680360_2.jpg,0.997745931148529,0.0013196560321375728,0.0009343860438093543
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\154298824_2.jpg,0.995020866394043,0.003575786016881466,0.0014033521292731166
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\154299542_2.jpg,0.4641422927379608,0.13796862959861755,0.39788907766342163
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\155697434_2.jpg,0.9999535083770752,4.135008930461481e-05,5.075431545265019e-06
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\156058783_2.jpg,0.9999998807907104,8.668222761798461e-08,4.3959885731581494e-10
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\156471490_2.jpg,0.9992457628250122,0.0005690199905075133,0.0001852481800597161
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\156961440_2.jpg,0.9998842477798462,8.617419371148571e-05,2.9578486646641977e-05
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\157036927_2.jpg,0.9559735655784607,0.030232375487685204,0.013794023543596268
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\157191761_2.jpg,0.9976490139961243,0.0020002638921141624,0.00035070336889475584
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\157244028_2.jpg,0.0026910582091659307,0.02546834386885166,0.9718406796455383
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\157245576_2.jpg,0.9998206496238708,7.145462586777285e-05,0.0001078888526535593
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\157803731_2.jpg,0.9999973773956299,2.2639781036559725e-06,4.033758784771635e-07
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\158134294_2.jpg,0.9999998807907104,1.190741230061576e-07,1.099114577129967e-08
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\159134560_2.jpg,0.06667404621839523,0.26999613642692566,0.6633297801017761
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\159135406_2.jpg,0.9998948574066162,7.702383300056681e-05,2.8102644137106836e-05
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\159385384_2.jpg,0.9990599751472473,0.0007631573243997991,0.0001768087240634486
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160377560_2.jpg,0.9723690152168274,0.019851356744766235,0.007779670413583517
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160377843_2.jpg,0.9999996423721313,3.2707220043448615e-07,5.509372869028084e-08
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160377919_2.jpg,0.9961485862731934,0.0026892535388469696,0.0011621663579717278
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160378044_2.jpg,0.9999983310699463,1.6185447293537436e-06,5.059681384977921e-08
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160378199_2.jpg,0.9997739195823669,0.0002060174010694027,2.003204463107977e-05
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160378325_2.jpg,0.9307720065116882,0.04427361860871315,0.02495441399514675
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160378387_2.jpg,0.9998682737350464,0.00011153569357702509,2.018399754888378e-05
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160378447_2.jpg,0.28644251823425293,0.2918632924556732,0.42169418931007385
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160378742_2.jpg,0.014725439250469208,0.04184023663401604,0.9434343576431274
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160378804_2.jpg,0.0023532460909336805,0.0515296645462513,0.946117103099823
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160379086_2.jpg,0.9993638396263123,0.0004506601544562727,0.00018550911045167595
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160379133_2.jpg,0.9999912977218628,7.5908014878223184e-06,1.0399650136605487e-06
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160379207_2.jpg,0.39598846435546875,0.2626465857028961,0.34136492013931274
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160379276_2.jpg,0.01630999706685543,0.09566394239664078,0.8880261182785034
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160379349_2.jpg,0.000254159327596426,0.00966735277324915,0.9900785684585571
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160462071_2.jpg,0.9655598402023315,0.018618259578943253,0.015821894630789757
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160462129_2.jpg,0.9990505576133728,0.0006277459324337542,0.0003216785262338817
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160462189_2.jpg,0.009184358641505241,0.04956381022930145,0.9412517547607422
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160462327_2.jpg,0.9704586863517761,0.02227199822664261,0.0072693247348070145
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160462424_2.jpg,0.9981333613395691,0.0016511126887053251,0.00021565763745456934
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160463587_2.jpg,0.4514292776584625,0.06296463310718536,0.48560601472854614
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160463717_2.jpg,0.8576533794403076,0.07863449305295944,0.06371211260557175
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160463804_2.jpg,0.9999996423721313,2.409226453892188e-07,6.398912688609926e-08
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160463868_2.jpg,0.9994367957115173,0.00042280956404283643,0.0001403599453624338
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160463902_2.jpg,0.9697750210762024,0.023800252005457878,0.006424649618566036
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160464143_2.jpg,0.9999254941940308,6.530921382363886e-05,9.18622754397802e-06
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160464267_2.jpg,0.9991132616996765,0.0007016003364697099,0.00018512472161091864
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160464441_2.jpg,0.9988100528717041,0.0008930595358833671,0.00029699644073843956
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160464606_2.jpg,0.9995570778846741,0.00031919270986691117,0.00012365725706331432
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160464658_2.jpg,0.9999120235443115,4.4066142436349764e-05,4.380949758342467e-05
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160464696_2.jpg,0.9999988079071045,9.877621778286994e-07,2.084598662577264e-07
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160464866_2.jpg,0.9999902248382568,8.771036846155766e-06,9.122161372943083e-07
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160464997_2.jpg,0.9944875836372375,0.004429951775819063,0.0010825389763340354
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160465075_2.jpg,0.9999990463256836,6.702166501781903e-07,2.202964139996766e-07
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160465229_2.jpg,0.9955631494522095,0.0035011267755180597,0.0009357539238408208
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160465386_2.jpg,0.9989089965820312,0.0009048101492226124,0.0001862486096797511
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160466615_2.jpg,0.9987447261810303,0.0007801346364431083,0.0004751729720737785
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160466721_2.jpg,0.9999842643737793,9.644798410590738e-06,6.024617050570669e-06
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160466762_2.jpg,0.9987472295761108,0.0011267033405601978,0.00012610664998646826
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160466812_2.jpg,0.013310881331562996,0.08654292672872543,0.9001462459564209
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160689367_2.jpg,0.9825266003608704,0.008295969106256962,0.009177454747259617
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160689420_2.jpg,0.9999405145645142,4.267372059985064e-05,1.67819089256227e-05
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160689460_2.jpg,0.9999996423721313,3.2792269166748156e-07,1.0128800020936524e-08
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160689529_2.jpg,1.0,1.8841772586597472e-08,1.6648615819292445e-09
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160689582_2.jpg,0.9934044480323792,0.0047273593954741955,0.0018682274967432022
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160689711_2.jpg,0.04949435591697693,0.17718131840229034,0.7733243703842163
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160783199_2.jpg,0.9999692440032959,2.1101468519191258e-05,9.643274097470567e-06
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160783265_2.jpg,0.999850869178772,0.0001271940564038232,2.197612775489688e-05
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160783509_2.jpg,0.00197972496971488,0.028254564851522446,0.9697656631469727
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160783569_2.jpg,0.9943992495536804,0.003121381625533104,0.0024793283082544804
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160783669_2.jpg,0.9700142741203308,0.021942298859357834,0.008043426088988781
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160783737_2.jpg,0.9999731779098511,2.301072163390927e-05,3.807409711953369e-06
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160784108_2.jpg,0.9976862668991089,0.0015346512664109468,0.0007791555253788829
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160784157_2.jpg,0.9999998807907104,6.403114127806475e-08,1.865485721452842e-08
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160784203_2.jpg,0.9978607296943665,0.0018643877701833844,0.00027489609783515334
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160784335_2.jpg,1.880255513242446e-05,0.0030095884576439857,0.996971607208252
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160784445_2.jpg,0.9995394945144653,0.0003469361981842667,0.00011358184565324336
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160784718_2.jpg,0.9786262512207031,0.005955589935183525,0.015418154187500477
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160785273_2.jpg,0.9983987212181091,0.0014825372491031885,0.00011881007958436385
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160785413_2.jpg,0.9988604784011841,0.000566874397918582,0.0005726396921090782
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160785461_2.jpg,0.9999997615814209,2.7476659170133644e-07,1.3763283845946717e-08
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160786301_2.jpg,0.9986594915390015,0.0009730877936817706,0.0003673272440209985
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160786346_2.jpg,0.9999252557754517,6.290417513810098e-05,1.1836071280413307e-05
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160786387_2.jpg,1.0,5.162604210795507e-08,7.39927541459906e-09
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160786495_2.jpg,0.9943854808807373,0.003830727655440569,0.0017837975174188614
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160786635_2.jpg,0.9205177426338196,0.053315386176109314,0.026166882365942
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160786679_2.jpg,0.161021888256073,0.3280518651008606,0.5109262466430664
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160786717_2.jpg,0.12111014872789383,0.22871898114681244,0.6501709222793579
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160786747_2.jpg,0.9259868264198303,0.04512808844447136,0.0288851298391819
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160786866_2.jpg,0.9999589920043945,3.943515184801072e-05,1.5678674571972806e-06
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160786908_2.jpg,0.00212449231185019,0.030357113108038902,0.9675183892250061
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160787016_2.jpg,0.9951104521751404,0.003613536013290286,0.0012760927202180028
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160787066_2.jpg,0.0017536226660013199,0.035291459411382675,0.9629549980163574
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160800417_2.jpg,0.9988014698028564,0.000867482041940093,0.0003309460880700499
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160800536_2.jpg,0.9999898672103882,9.353650057164486e-06,8.809951737021038e-07
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160800588_2.jpg,1.0,2.5602591158246923e-09,4.403385642226532e-12
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160800693_2.jpg,0.5702545642852783,0.1429211050271988,0.2868243157863617
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868079_2.jpg,0.8692231774330139,0.07707137614488602,0.05370540916919708
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868168_2.jpg,0.9967523813247681,0.0018259012140333652,0.0014216755516827106
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868225_2.jpg,0.9992247819900513,0.0005799099453724921,0.00019538211927283555
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868276_2.jpg,0.9999938011169434,5.455889549921267e-06,6.970475965317746e-07
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868324_2.jpg,0.996590256690979,0.0031843853648751974,0.00022531658760271966
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868395_2.jpg,0.5420244336128235,0.1937008649110794,0.26427459716796875
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868442_2.jpg,0.9996141195297241,0.0003366788732819259,4.921133950119838e-05
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868554_2.jpg,0.022290198132395744,0.17288173735141754,0.8048279881477356
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868699_2.jpg,0.9999997615814209,2.670506944468798e-07,5.2320526577886994e-08
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868773_2.jpg,0.9999756813049316,1.8164839275414124e-05,6.1451055444194935e-06
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868916_2.jpg,0.9999991655349731,7.707595273132029e-07,6.255426399093267e-08
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868973_2.jpg,0.9962144494056702,0.002089073183014989,0.0016964717069640756
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160869034_2.jpg,0.011187484487891197,0.044374171644449234,0.9444384574890137
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160869095_2.jpg,0.008123369887471199,0.053602829575538635,0.9382737278938293
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160869153_2.jpg,0.9999575614929199,3.412357909837738e-05,8.36963408801239e-06
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160869214_2.jpg,0.6766268610954285,0.14118993282318115,0.182183176279068
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160869326_2.jpg,0.9998756647109985,0.00010312648373655975,2.1187915990594774e-05
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160869465_2.jpg,0.5217018127441406,0.28324049711227417,0.1950577199459076
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160869519_2.jpg,0.999601423740387,0.0003456531558185816,5.290263652568683e-05
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160869605_2.jpg,1.0,4.923840002390989e-09,1.714566821853225e-10
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160869648_2.jpg,0.9953008890151978,0.003393028862774372,0.0013061085483059287
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160869709_2.jpg,0.04223758727312088,0.15961064398288727,0.7981517910957336
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160870057_2.jpg,0.9999302625656128,6.899350410094485e-05,7.576232405881456e-07
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160870295_2.jpg,0.9992877840995789,0.00046657989150844514,0.00024563950137235224
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160870385_2.jpg,0.9999997615814209,1.9560367547910573e-07,3.2742706324029314e-09
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160870438_2.jpg,0.9999985694885254,1.2602140486706048e-06,1.1406500277644227e-07
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160870582_2.jpg,0.9999990463256836,9.793122899282025e-07,1.9949123242213318e-08
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160870764_2.jpg,0.8883066177368164,0.06645321846008301,0.04524022340774536
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160950645_2.jpg,0.9999978542327881,2.043979520749417e-06,1.307404033923376e-07
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160950699_2.jpg,0.9999998807907104,7.187387751628194e-08,2.6969262378884196e-08
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160950741_2.jpg,0.9888389110565186,0.00970614142715931,0.0014549191109836102
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160950851_2.jpg,0.9999440908432007,4.0933373384177685e-05,1.5058516510180198e-05
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160950894_2.jpg,0.9938336610794067,0.00364069570787251,0.0025256823282688856
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160950970_2.jpg,0.9999666213989258,2.8923001082148403e-05,4.3990512494929135e-06
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160951163_2.jpg,0.979133665561676,0.01577255129814148,0.005093846004456282
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160951339_2.jpg,0.04336363822221756,0.14947456121444702,0.8071618676185608
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160951434_2.jpg,0.9999954700469971,4.198012902634218e-06,3.397685475192702e-07
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160951606_2.jpg,0.9999666213989258,2.4908824343583547e-05,8.497858289047144e-06
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160952053_2.jpg,0.9999638795852661,3.2792784622870386e-05,3.3478925161034567e-06
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160952233_2.jpg,0.9847671389579773,0.010701728984713554,0.004531170707195997
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160953360_2.jpg,1.8878157789004035e-05,0.0025934146251529455,0.997387707233429
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160953469_2.jpg,0.003899126313626766,0.03246036916971207,0.963640570640564
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160953540_2.jpg,0.9960073828697205,0.0010085857938975096,0.0029840166680514812
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160953579_2.jpg,0.9657960534095764,0.02866288833320141,0.005541037768125534
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160954128_2.jpg,0.9987554550170898,0.0006857746047899127,0.0005587126943282783
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160954190_2.jpg,0.9978206157684326,0.0016871754778549075,0.0004922529915347695
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160954267_2.jpg,0.00035482036764733493,0.017054468393325806,0.9825907349586487
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160954398_2.jpg,0.00048411902389489114,0.008821290917694569,0.9906946420669556
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160954560_2.jpg,0.0009465399198234081,0.03044939786195755,0.9686040282249451
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161194342_2.jpg,0.9999933242797852,5.163992682355456e-06,1.5747066299809376e-06
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161194710_2.jpg,0.9989690780639648,0.0006047605420462787,0.0004261824069544673
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161194775_2.jpg,1.0,2.066437332359783e-08,5.208709019655089e-10
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161194824_2.jpg,0.9997770190238953,0.00015719012299086899,6.583357753697783e-05
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161194935_2.jpg,0.997593104839325,0.0016874729190021753,0.0007193846977315843
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161195031_2.jpg,0.9991059899330139,0.0006530334358103573,0.0002409821900073439
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161195268_2.jpg,0.0002558145788498223,0.00921351183205843,0.990530788898468
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161195309_2.jpg,0.002467575715854764,0.04047347605228424,0.9570590257644653
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161195459_2.jpg,0.3898611068725586,0.3533340394496918,0.256804883480072
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161195503_2.jpg,0.08346496522426605,0.12697280943393707,0.7895622849464417
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161195639_2.jpg,0.0030977369751781225,0.06428946554660797,0.9326128363609314
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161197331_2.jpg,0.9999312162399292,5.797194171464071e-05,1.0820864190463908e-05
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161199166_2.jpg,0.9999890327453613,1.006800630420912e-05,9.66058109952428e-07
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161199293_2.jpg,0.7996436953544617,0.14098314940929413,0.0593731515109539
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161199403_2.jpg,0.005208438262343407,0.06041458994150162,0.9343770146369934
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161199518_2.jpg,0.9334651827812195,0.039333831518888474,0.027201112359762192
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161200797_2.jpg,0.4101323187351227,0.2045608013868332,0.38530683517456055
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161200863_2.jpg,0.9996858835220337,0.00024092574312817305,7.321548036998138e-05
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161200914_2.jpg,0.0132600711658597,0.10684141516685486,0.8798985481262207
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161201193_2.jpg,0.9775350093841553,0.007520107552409172,0.014944926835596561
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161201358_2.jpg,0.00019206498109269887,0.006452443543821573,0.9933555126190186
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161201407_2.jpg,0.9936444759368896,0.0038135915528982878,0.0025420088786631823
