image_path,p0,p2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\159135406_2.jpg,0.9938873648643494,0.00611267751082778
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\159385384_2.jpg,0.9949874877929688,0.0050125145353376865
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160377560_2.jpg,0.9913705587387085,0.008629422634840012
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160377843_2.jpg,0.9982497096061707,0.0017503176350146532
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160377919_2.jpg,0.9666731953620911,0.03332684561610222
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160378044_2.jpg,0.9989645481109619,0.0010355080012232065
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160378199_2.jpg,0.9965680837631226,0.0034319059923291206
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160378325_2.jpg,0.8308902978897095,0.16910964250564575
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160378387_2.jpg,0.9875259399414062,0.01247413083910942
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160378447_2.jpg,0.4495478868484497,0.5504521131515503
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160378742_2.jpg,0.24101705849170685,0.7589829564094543
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160378804_2.jpg,0.20922502875328064,0.790774941444397
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160379086_2.jpg,0.9872357249259949,0.012764343060553074
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160379133_2.jpg,0.9990251064300537,0.0009749328601174057
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160379207_2.jpg,0.0686572939157486,0.9313427805900574
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160379276_2.jpg,0.14257119596004486,0.857428789138794
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160379349_2.jpg,0.1217385083436966,0.8782615661621094
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160462071_2.jpg,0.9318174123764038,0.06818259507417679
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160462129_2.jpg,0.9650737047195435,0.03492630273103714
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160462189_2.jpg,0.15043015778064728,0.8495697975158691
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160462327_2.jpg,0.7562036514282227,0.24379628896713257
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160462424_2.jpg,0.9037045836448669,0.09629543125629425
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160463587_2.jpg,0.5013421773910522,0.498657763004303
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160463717_2.jpg,0.8490526676177979,0.15094728767871857
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160463804_2.jpg,0.9988547563552856,0.0011452126782387495
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160463868_2.jpg,0.981297492980957,0.018702460452914238
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160463902_2.jpg,0.31958162784576416,0.6804183125495911
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160464143_2.jpg,0.9914388656616211,0.00856110267341137
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160464267_2.jpg,0.9304789304733276,0.06952103972434998
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160464441_2.jpg,0.9806526899337769,0.019347302615642548
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160464606_2.jpg,0.9874181747436523,0.012581892311573029
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160464658_2.jpg,0.9863247275352478,0.013675302267074585
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160464696_2.jpg,0.9994328618049622,0.0005670947721228004
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160464866_2.jpg,0.9958584904670715,0.004141564480960369
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160464997_2.jpg,0.9853535294532776,0.014646481722593307
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160465075_2.jpg,0.9977434873580933,0.0022565468680113554
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160465229_2.jpg,0.9213685393333435,0.07863149791955948
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160465386_2.jpg,0.8816758394241333,0.11832410842180252
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160466615_2.jpg,0.998150646686554,0.0018493782263249159
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160466721_2.jpg,0.9991090893745422,0.0008909199968911707
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160466762_2.jpg,0.9888061285018921,0.01119383703917265
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160466812_2.jpg,0.05825361609458923,0.9417464137077332
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160689367_2.jpg,0.816863477230072,0.18313650786876678
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160689420_2.jpg,0.9820749163627625,0.017925117164850235
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160689460_2.jpg,0.9652305245399475,0.03476949408650398
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160689529_2.jpg,0.9994402527809143,0.0005597391864284873
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160689582_2.jpg,0.9314595460891724,0.06854049861431122
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160689711_2.jpg,0.259915828704834,0.7400842308998108
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160783199_2.jpg,0.998572826385498,0.0014271620893850923
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160783265_2.jpg,0.9992203712463379,0.0007795859128236771
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160783509_2.jpg,0.009733549319207668,0.9902665019035339
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160783569_2.jpg,0.9513393640518188,0.04866060987114906
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160783669_2.jpg,0.8576227426528931,0.14237724244594574
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160783737_2.jpg,0.9967904686927795,0.0032095005735754967
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160784108_2.jpg,0.9894747734069824,0.010525241494178772
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160784157_2.jpg,0.9981441497802734,0.0018558679148554802
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160784203_2.jpg,0.9636117219924927,0.03638829290866852
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160784335_2.jpg,0.0008783511002548039,0.9991216063499451
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160784445_2.jpg,0.9932501316070557,0.006749914493411779
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160784718_2.jpg,0.804609477519989,0.19539055228233337
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160785273_2.jpg,0.8320794105529785,0.1679205447435379
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160785413_2.jpg,0.9948776960372925,0.005122278351336718
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160785461_2.jpg,0.9989640712738037,0.0010359352454543114
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160786301_2.jpg,0.9991742968559265,0.0008257326553575695
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160786346_2.jpg,0.9809392690658569,0.019060775637626648
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160786387_2.jpg,0.9992446899414062,0.0007553178002126515
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160786495_2.jpg,0.995215892791748,0.004784116055816412
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160786635_2.jpg,0.9719223976135254,0.02807753160595894
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160786679_2.jpg,0.5490307807922363,0.45096930861473083
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160786717_2.jpg,0.18487724661827087,0.8151227831840515
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160786747_2.jpg,0.9663879871368408,0.03361201658844948
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160786866_2.jpg,0.9947549104690552,0.005245064850896597
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160786908_2.jpg,0.19860853254795074,0.8013914227485657
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160787016_2.jpg,0.8499919772148132,0.15000803768634796
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160787066_2.jpg,0.004023884888738394,0.9959761500358582
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160800417_2.jpg,0.8483965992927551,0.15160341560840607
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160800536_2.jpg,0.9854578971862793,0.01454202737659216
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160800588_2.jpg,0.9999784231185913,2.155478432541713e-05
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160800693_2.jpg,0.617272138595581,0.38272786140441895
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868079_2.jpg,0.8300601840019226,0.1699398308992386
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868168_2.jpg,0.975730299949646,0.024269716814160347
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868225_2.jpg,0.9873780608177185,0.012621899135410786
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868276_2.jpg,0.9873599410057068,0.012640031985938549
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868324_2.jpg,0.9291117191314697,0.07088831067085266
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868395_2.jpg,0.7661733031272888,0.2338266223669052
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868442_2.jpg,0.9350376725196838,0.06496237218379974
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868554_2.jpg,0.579230010509491,0.42076995968818665
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868699_2.jpg,0.9984415173530579,0.001558517455123365
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868773_2.jpg,0.9995080232620239,0.0004920261562801898
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868916_2.jpg,0.9999654293060303,3.4607015550136566e-05
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868973_2.jpg,0.9848812818527222,0.015118767507374287
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160869034_2.jpg,0.33599942922592163,0.6640006303787231
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160869095_2.jpg,0.07358817756175995,0.9264118075370789
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160869153_2.jpg,0.9954776167869568,0.0045224023051559925
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160869214_2.jpg,0.691108226776123,0.30889180302619934
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160869326_2.jpg,0.999468982219696,0.0005310357082635164
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160869465_2.jpg,0.8535925149917603,0.14640749990940094
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160869519_2.jpg,0.9945268034934998,0.005473234225064516
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160869605_2.jpg,0.9994575381278992,0.0005424990085884929
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160869648_2.jpg,0.6774165630340576,0.3225833773612976
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160869709_2.jpg,0.18821215629577637,0.8117878437042236
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160870057_2.jpg,0.9686881899833679,0.031311795115470886
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160870295_2.jpg,0.9925599098205566,0.00744010042399168
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160870385_2.jpg,0.997613787651062,0.0023861806839704514
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160870438_2.jpg,0.9988773465156555,0.0011226519709452987
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160870582_2.jpg,0.9998390674591064,0.00016085870447568595
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160870764_2.jpg,0.949734628200531,0.05026537552475929
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160950645_2.jpg,0.9992715716362,0.0007284571183845401
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160950699_2.jpg,0.9995280504226685,0.0004719581047538668
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160950741_2.jpg,0.37502411007881165,0.624975860118866
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160950851_2.jpg,0.9985390901565552,0.0014608594356104732
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160950894_2.jpg,0.9837403893470764,0.016259649768471718
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160950970_2.jpg,0.9871388077735901,0.01286116149276495
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160951163_2.jpg,0.8249449729919434,0.17505507171154022
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160951339_2.jpg,0.2709803879261017,0.7290196418762207
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160951434_2.jpg,0.9790289402008057,0.02097100391983986
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160951606_2.jpg,0.9817206859588623,0.018279314041137695
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160952053_2.jpg,0.9989498257637024,0.0010502308141440153
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160952233_2.jpg,0.9915818572044373,0.00841814186424017
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160953360_2.jpg,0.0068814498372375965,0.9931185245513916
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160953469_2.jpg,0.3027593195438385,0.6972407698631287
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160953540_2.jpg,0.8728533983230591,0.12714658677577972
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160953579_2.jpg,0.9609830975532532,0.03901693969964981
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160954128_2.jpg,0.8105940818786621,0.1894058734178543
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160954190_2.jpg,0.8178734183311462,0.18212656676769257
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160954267_2.jpg,0.10637900978326797,0.893621027469635
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160954398_2.jpg,0.024992790073156357,0.975007176399231
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160954560_2.jpg,0.009992396458983421,0.9900076389312744
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161194342_2.jpg,0.9977267384529114,0.002273222664371133
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161194710_2.jpg,0.983519971370697,0.016480041667819023
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161194775_2.jpg,0.9931824803352356,0.006817455403506756
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161194824_2.jpg,0.9956353306770325,0.004364694003015757
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161194935_2.jpg,0.9720396399497986,0.027960360050201416
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161195031_2.jpg,0.9663002490997314,0.033699702471494675
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161195268_2.jpg,0.019359849393367767,0.980640172958374
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161195309_2.jpg,0.028791388496756554,0.9712086915969849
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161195459_2.jpg,0.4847915470600128,0.5152084827423096
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161195503_2.jpg,0.500423014163971,0.49957695603370667
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161195639_2.jpg,0.14747652411460876,0.8525235056877136
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161197331_2.jpg,0.9993460774421692,0.0006538674933835864
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161199166_2.jpg,0.9917083382606506,0.008291609585285187
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161199293_2.jpg,0.4834267497062683,0.5165733098983765
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161199403_2.jpg,0.19834452867507935,0.8016554713249207
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161199518_2.jpg,0.9279651045799255,0.07203490287065506
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161200797_2.jpg,0.39897429943084717,0.6010257005691528
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161200863_2.jpg,0.9744787216186523,0.025521282106637955
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161200914_2.jpg,0.287057101726532,0.7129429578781128
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161201193_2.jpg,0.994797945022583,0.005202041007578373
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161201358_2.jpg,0.004265894182026386,0.9957341551780701
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161201407_2.jpg,0.8703340888023376,0.12966594099998474
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161201455_2.jpg,0.883514404296875,0.116485595703125
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161201512_2.jpg,0.9564487934112549,0.043551214039325714
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161201566_2.jpg,0.9979115128517151,0.0020884710829705
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161202040_2.jpg,0.8450961112976074,0.15490396320819855
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161202090_2.jpg,0.8781612515449524,0.12183880060911179
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161277287_2.jpg,0.8730890154838562,0.1269109845161438
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161277331_2.jpg,0.006405850872397423,0.9935941100120544
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161277388_2.jpg,0.9087579250335693,0.09124208241701126
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161279329_2.jpg,0.9785875678062439,0.02141251415014267
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161383359_2.jpg,0.9998793601989746,0.00012064757174812257
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161383703_2.jpg,0.9927225708961487,0.0072773899883031845
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161383860_2.jpg,0.475470632314682,0.5245293974876404
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161384433_2.jpg,0.998542308807373,0.0014576910762116313
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161384489_2.jpg,0.9962313771247864,0.00376865454018116
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161384549_2.jpg,0.611492931842804,0.38850706815719604
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161384620_2.jpg,0.6094722747802734,0.39052778482437134
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161384812_2.jpg,0.7115813493728638,0.28841862082481384
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161384975_2.jpg,0.03141549974679947,0.9685844779014587
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161385040_2.jpg,0.5383102297782898,0.4616897702217102
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161385153_2.jpg,0.9803426861763,0.01965729147195816
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161385215_2.jpg,0.922469437122345,0.07753051072359085
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161385253_2.jpg,0.03385818004608154,0.9661418795585632
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161385298_2.jpg,0.3417048156261444,0.6582951545715332
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161385409_2.jpg,0.7955325841903687,0.20446735620498657
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161385465_2.jpg,0.9802640676498413,0.019735870882868767
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161385614_2.jpg,0.9478793144226074,0.05212071165442467
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161385673_2.jpg,0.7434767484664917,0.2565232217311859
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161471141_2.jpg,0.9706888794898987,0.029311126098036766
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161471580_2.jpg,0.9744431376457214,0.025556882843375206
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161471606_2.jpg,0.9900533556938171,0.009946659207344055
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161471675_2.jpg,0.9993720650672913,0.0006279007066041231
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161471714_2.jpg,0.9795235991477966,0.020476331934332848
