image_path,p0,p1,p2,pred_label
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\153680303_2.jpg,0.00048286799574270844,0.002580709755420685,0.9969364404678345,2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\153680360_2.jpg,0.9911312460899353,0.005229132249951363,0.003639523871243,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\154298824_2.jpg,0.9996060729026794,0.000357592391083017,3.632541120168753e-05,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\154299542_2.jpg,0.5553634762763977,0.3016543984413147,0.1429821103811264,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\155697434_2.jpg,0.9994877576828003,0.0004538812499959022,5.838528522872366e-05,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\156058783_2.jpg,0.9999994039535522,5.983102369100379e-07,1.0705531572341442e-08,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\156471490_2.jpg,0.9885075092315674,0.010903717018663883,0.0005888706655241549,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\156961440_2.jpg,0.9999997615814209,2.6473963998796535e-07,5.3790810028431224e-08,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\157036927_2.jpg,0.9835077524185181,0.014997524209320545,0.001494728378020227,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\157191761_2.jpg,0.9999574422836304,3.661798109533265e-05,6.0124134506622795e-06,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\157244028_2.jpg,0.16313718259334564,0.07749233394861221,0.7593704462051392,2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\157245576_2.jpg,0.9999779462814331,1.2255133697181009e-05,9.829318514675833e-06,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\157803731_2.jpg,1.0,2.911986207720929e-09,1.4099048595284103e-09,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\158134294_2.jpg,1.0,4.0075786245097333e-08,1.1934231380905658e-09,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\159134560_2.jpg,0.054763294756412506,0.7570289969444275,0.1882077306509018,1
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\159135406_2.jpg,0.9998114705085754,0.0001727212656987831,1.587307997397147e-05,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\159385384_2.jpg,0.9377169609069824,0.05468357354402542,0.007599445525556803,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160377560_2.jpg,0.9977134466171265,0.002038299571722746,0.0002481929259374738,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160377843_2.jpg,0.9999998807907104,6.119270778981445e-08,4.534524933319517e-08,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160377919_2.jpg,0.9993921518325806,0.0004327144706621766,0.00017510411271359771,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160378044_2.jpg,0.9999997615814209,2.4561236955378263e-07,5.801169322694477e-09,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160378199_2.jpg,0.9992116689682007,0.0007489522104151547,3.9299997297348455e-05,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160378325_2.jpg,0.8449669480323792,0.1158299446105957,0.03920309990644455,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160378387_2.jpg,0.9994762539863586,0.0004562346439342946,6.754465721314773e-05,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160378447_2.jpg,0.7577961087226868,0.20241005718708038,0.03979388624429703,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160378742_2.jpg,0.011190565302968025,0.00946094561368227,0.9793484210968018,2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160378804_2.jpg,0.00017455907072871923,0.0023376469034701586,0.9974877834320068,2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160379086_2.jpg,0.9995400905609131,0.0004081890801899135,5.1765422540483996e-05,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160379133_2.jpg,0.9999988079071045,1.1263290389251779e-06,1.4220363198091945e-07,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160379207_2.jpg,0.017947301268577576,0.1790178120136261,0.8030348420143127,2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160379276_2.jpg,0.005241551902145147,0.09888377040624619,0.8958746194839478,2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160379349_2.jpg,0.0009258496575057507,0.0014024741249158978,0.9976716637611389,2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160462071_2.jpg,0.9976650476455688,0.0019551131408661604,0.0003798735560849309,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160462129_2.jpg,0.9999208450317383,5.126468022353947e-05,2.7836740628117695e-05,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160462189_2.jpg,0.0025826157070696354,0.003624741453677416,0.9937926530838013,2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160462327_2.jpg,0.9699916243553162,0.024216650053858757,0.0057917083613574505,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160462424_2.jpg,0.9967437982559204,0.0030600684694945812,0.0001961006928468123,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160463587_2.jpg,0.9529756307601929,0.009338640607893467,0.03768566995859146,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160463717_2.jpg,0.612008273601532,0.1015404462814331,0.2864513099193573,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160463804_2.jpg,0.9999998807907104,1.13450347782873e-07,3.1976863823501844e-08,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160463868_2.jpg,0.9999961853027344,3.3291009913227754e-06,4.5318731167753867e-07,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160463902_2.jpg,0.9970812201499939,0.0025441215839236975,0.000374633731553331,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160464143_2.jpg,0.9987013339996338,0.0011136032408103347,0.0001849621330620721,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160464267_2.jpg,0.9998764991760254,0.00010389249655418098,1.9550780052668415e-05,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160464441_2.jpg,0.9993144273757935,0.0006341499392874539,5.1449122111080214e-05,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160464606_2.jpg,0.9996488094329834,0.0002734792069531977,7.772289245622233e-05,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160464658_2.jpg,0.9999879598617554,1.0245422345178667e-05,1.7305630990449572e-06,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160464696_2.jpg,0.9999988079071045,7.005492079770193e-07,4.3863335008609283e-07,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160464866_2.jpg,0.9999871253967285,1.1331958376104012e-05,1.5140361711019068e-06,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160464997_2.jpg,0.9966716766357422,0.0024242911022156477,0.0009040768491104245,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160465075_2.jpg,1.0,1.5166710942704498e-10,6.99446112140123e-10,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160465229_2.jpg,0.9999552965164185,3.55110241798684e-05,9.12703308131313e-06,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160465386_2.jpg,0.9994650483131409,0.00048401052481494844,5.0946269766427577e-05,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160466615_2.jpg,0.9995296001434326,0.0003244450781494379,0.0001459469785913825,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160466721_2.jpg,0.9999983310699463,1.177117724182608e-06,4.1766148228816746e-07,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160466762_2.jpg,0.9990565180778503,0.000914141652174294,2.9295944841578603e-05,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160466812_2.jpg,0.00022154589532874525,0.0031459026504307985,0.9966325163841248,2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160689367_2.jpg,0.9995059967041016,0.0003021573065780103,0.0001918263587867841,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160689420_2.jpg,0.9999707937240601,2.7123873223899864e-05,1.9844635517074494e-06,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160689460_2.jpg,0.999998927116394,1.0796397873491514e-06,1.6371457522978972e-09,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160689529_2.jpg,1.0,3.119379243798903e-08,3.6648586387855175e-08,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160689582_2.jpg,0.996450662612915,0.0025761863216757774,0.0009730749879963696,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160689711_2.jpg,0.040809452533721924,0.40563341975212097,0.5535570979118347,2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160783199_2.jpg,0.9999997615814209,2.1869168165267183e-07,5.723807205981757e-08,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160783265_2.jpg,0.999971866607666,2.299974403285887e-05,5.138592314324342e-06,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160783509_2.jpg,0.03339783102273941,0.007090207654982805,0.959511935710907,2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160783569_2.jpg,0.9986706972122192,0.0011557789985090494,0.00017354963347315788,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160783669_2.jpg,0.9595969915390015,0.035828959196805954,0.004574000835418701,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160783737_2.jpg,0.9999979734420776,1.9653029994515236e-06,1.4226904454517353e-07,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160784108_2.jpg,0.9920192360877991,0.00531424256041646,0.0026664347387850285,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160784157_2.jpg,1.0,9.080508789338637e-09,1.0091085300700797e-08,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160784203_2.jpg,0.9828270673751831,0.014590279199182987,0.002582661574706435,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160784335_2.jpg,6.119468162069097e-05,0.00017526977171655744,0.999763548374176,2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160784445_2.jpg,0.9999972581863403,2.2440106022258988e-06,5.10225618199911e-07,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160784718_2.jpg,0.9993879795074463,0.0003171123971696943,0.00029486609855666757,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160785273_2.jpg,0.7707329392433167,0.21246899664402008,0.01679806411266327,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160785413_2.jpg,0.972500205039978,0.026232417672872543,0.0012673521414399147,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160785461_2.jpg,0.9999998807907104,7.949676472662759e-08,1.5275521125790448e-10,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160786301_2.jpg,0.9999984502792358,1.3396203257798334e-06,1.9737665013508376e-07,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160786346_2.jpg,0.9999996423721313,9.587564875346288e-08,2.572746211626509e-07,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160786387_2.jpg,1.0,4.355556981749942e-08,3.723707919789376e-08,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160786495_2.jpg,0.9971206188201904,0.0021469881758093834,0.0007324298494495451,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160786635_2.jpg,0.9993133544921875,0.000621145183686167,6.55715775792487e-05,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160786679_2.jpg,0.1283038854598999,0.7888941168785095,0.08280199766159058,1
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160786717_2.jpg,0.08206667751073837,0.2394406646490097,0.6784926652908325,2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160786747_2.jpg,0.6810503005981445,0.11401738971471786,0.2049323469400406,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160786866_2.jpg,1.0,6.449021872079186e-10,1.300004687232459e-10,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160786908_2.jpg,0.005196551326662302,0.03058760240674019,0.9642158150672913,2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160787016_2.jpg,0.6561210751533508,0.28824910521507263,0.05562979727983475,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160787066_2.jpg,0.005464649759232998,0.12343854457139969,0.8710967898368835,2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160800417_2.jpg,0.9991055130958557,0.0007905919337645173,0.00010379812738392502,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160800536_2.jpg,0.999784529209137,0.00018963294860441238,2.5806057237787172e-05,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160800588_2.jpg,1.0,1.832410845281629e-08,7.416944142191184e-11,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160800693_2.jpg,0.9153932332992554,0.036348991096019745,0.04825771227478981,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868079_2.jpg,0.9671819806098938,0.012555835768580437,0.020262183621525764,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868168_2.jpg,0.9998435974121094,0.0001412998972227797,1.51820458995644e-05,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868225_2.jpg,0.9944241642951965,0.003427692223340273,0.002148168860003352,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868276_2.jpg,0.9997392296791077,0.00024556138669140637,1.5305171473301016e-05,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868324_2.jpg,0.9960551261901855,0.0038043265230953693,0.00014064401329960674,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868395_2.jpg,0.1979297250509262,0.4411511719226837,0.3609190583229065,1
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868442_2.jpg,0.99810791015625,0.0015910285292193294,0.0003010746731888503,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868554_2.jpg,0.005158385261893272,0.06138690933585167,0.9334547519683838,2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868699_2.jpg,1.0,4.701247391381003e-09,6.130273177973322e-09,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868773_2.jpg,0.9999752044677734,2.1788673620903865e-05,2.9347711461014114e-06,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868916_2.jpg,1.0,9.555504831837425e-09,3.9341574442630645e-09,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160868973_2.jpg,0.9074826240539551,0.08463366329669952,0.007883789017796516,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160869034_2.jpg,0.09676116704940796,0.10183752328157425,0.8014013767242432,2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160869095_2.jpg,0.0012345805298537016,0.008087455295026302,0.9906779527664185,2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160869153_2.jpg,0.9999077320098877,7.96318199718371e-05,1.2586121556523722e-05,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160869214_2.jpg,0.05504860356450081,0.3222397267818451,0.622711718082428,2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160869326_2.jpg,0.9999161958694458,7.120974623830989e-05,1.2606349628185853e-05,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160869465_2.jpg,0.03393983095884323,0.7654560804367065,0.20060409605503082,1
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160869519_2.jpg,0.9998661279678345,0.0001287835038965568,5.180283096706262e-06,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160869605_2.jpg,1.0,2.8552374353729704e-10,5.030918737158885e-11,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160869648_2.jpg,0.9927438497543335,0.004194639623165131,0.0030615644063800573,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160869709_2.jpg,0.01015902403742075,0.041367948055267334,0.9484729766845703,2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160870057_2.jpg,0.9998308420181274,0.00016563039389438927,3.4907072858914034e-06,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160870295_2.jpg,0.9999979734420776,1.1861606026286609e-06,8.891212814887695e-07,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160870385_2.jpg,0.9999964237213135,3.573512913135346e-06,5.712946204994296e-08,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160870438_2.jpg,0.9999997615814209,2.4078141791505914e-07,2.0043726678409257e-08,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160870582_2.jpg,0.9999997615814209,2.6295035127077426e-07,1.0800535577004666e-08,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160870764_2.jpg,0.7124876976013184,0.20200082659721375,0.08551144599914551,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160950645_2.jpg,0.9999998807907104,1.0893062096783979e-07,5.436416650184128e-09,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160950699_2.jpg,1.0,3.887752342279782e-09,6.166839483512376e-09,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160950741_2.jpg,0.9944000840187073,0.005439354106783867,0.00016052284627221525,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160950851_2.jpg,0.9998531341552734,0.00012965752102900296,1.7214690160471946e-05,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160950894_2.jpg,0.974502682685852,0.021489199250936508,0.004008054733276367,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160950970_2.jpg,0.9986066222190857,0.001337702851742506,5.5730819440213963e-05,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160951163_2.jpg,0.25248268246650696,0.6671008467674255,0.0804164782166481,1
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160951339_2.jpg,0.01693308725953102,0.10106457769870758,0.8820023536682129,2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160951434_2.jpg,0.9999998807907104,7.983210537076957e-08,1.2482662903323671e-08,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160951606_2.jpg,0.9659354090690613,0.032956045120954514,0.0011084852740168571,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160952053_2.jpg,0.9999996423721313,3.7973182998030097e-07,2.1606549882591253e-09,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160952233_2.jpg,0.998969316482544,0.0008596263942308724,0.0001709829521132633,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160953360_2.jpg,8.809459541225806e-05,0.0006071568932384253,0.9993046522140503,2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160953469_2.jpg,0.0025861954782158136,0.004365402273833752,0.9930484294891357,2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160953540_2.jpg,0.9987244009971619,0.00043877100688405335,0.0008368833805434406,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160953579_2.jpg,0.8861085772514343,0.1104121282696724,0.003479340812191367,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160954128_2.jpg,0.9987157583236694,0.0005781068466603756,0.0007060991483740509,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160954190_2.jpg,0.9908146262168884,0.008377837017178535,0.0008075005025602877,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160954267_2.jpg,0.00024140322057064623,0.0053006126545369625,0.9944579601287842,2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160954398_2.jpg,0.021079178899526596,0.01565156690776348,0.9632692337036133,2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\160954560_2.jpg,5.4197262215893716e-05,0.00019984631217084825,0.9997459053993225,2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161194342_2.jpg,0.9999997615814209,7.551852121423508e-08,6.543990593854687e-08,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161194710_2.jpg,0.990272581577301,0.007527523674070835,0.0021998449228703976,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161194775_2.jpg,1.0,2.1601456623443482e-08,8.463561407268116e-09,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161194824_2.jpg,0.9966068267822266,0.0013562998501583934,0.0020369552075862885,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161194935_2.jpg,0.9997065663337708,0.00027578783920034766,1.7594849850866012e-05,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161195031_2.jpg,0.9983246922492981,0.0015025143511593342,0.00017285071953665465,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161195268_2.jpg,3.528562592691742e-05,0.00012949691154062748,0.9998352527618408,2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161195309_2.jpg,0.0005362359224818647,0.011120333336293697,0.9883434772491455,2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161195459_2.jpg,0.011692358180880547,0.4061523377895355,0.5821552276611328,2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161195503_2.jpg,0.3345397710800171,0.14277763664722443,0.5226826667785645,2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161195639_2.jpg,0.004311606287956238,0.06745375692844391,0.9282345771789551,2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161197331_2.jpg,0.9997312426567078,0.00019012497796211392,7.866325904615223e-05,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161199166_2.jpg,0.9999969005584717,2.7249693630437832e-06,3.5609050996754377e-07,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161199293_2.jpg,0.228390634059906,0.5752388834953308,0.19637049734592438,1
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161199403_2.jpg,0.0007125764386728406,0.002565103815868497,0.996722400188446,2
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161199518_2.jpg,0.46778443455696106,0.39172494411468506,0.1404905766248703,0
C:\Users\holyb\OneDrive\Desktop\shoe_wear_project\data\images\train\161200797_2.jpg,0.027767430990934372,0.5248104929924011,0.4474220871925354,1
